Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
236,237.0,Two of the directors attended every meeting.,The same two directors attended every meeting,Different directors attended different meetings,two,every,A,surface,number,universal,unimported,unimported,2
237,238.0,Two of the directors attended every meeting.,Different directors attended different meetings,The same two directors attended every meeting,two,every,B,surface,number,universal,unimported,unimported,2
240,241.0,Two of the authors contributed to every chapter of the book.,The same two authors contributed to every chapter,Different authors contributed to different chapters,two,every,A,surface,number,universal,unimported,unimported,2
241,242.0,Two of the authors contributed to every chapter of the book.,Different authors contributed to different chapters,The same two authors contributed to every chapter,two,every,B,surface,number,universal,unimported,unimported,2
244,245.0,Two doctors attended to all patients.,The same two doctors attended to all patients,Different doctors attended to different patients,two,all,A,surface,number,universal,unimported,unimported,2
245,246.0,Two doctors attended to all patients.,Different doctors attended to different patients,The same two doctors attended to all patients,two,all,B,surface,number,universal,unimported,unimported,2
246,247.0,Five books were recommended to every student.,The same five books were recommended to every student,Different books were recommended to different students,five,every,A,surface,number,universal,unimported,unimported,2
247,248.0,Five books were recommended to every student.,Different books were recommended to different students,The same five books were recommended to every student,five,every,B,surface,number,universal,unimported,unimported,2
248,249.0,Every musician in the orchestra plays an instrument.,there is more than one instrument in total,there is exactly one instrument in total,every,an,A,surface,universal,indefinite,unimported,unimported,1
249,250.0,Every musician in the orchestra plays an instrument.,there is exactly one instrument in total,there is more than one instrument in total,every,an,B,surface,universal,indefinite,unimported,unimported,1
250,251.0,Each artist in the gallery has a painting on display.,there is more than one painting in total,there is exactly one painting in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
251,252.0,Each artist in the gallery has a painting on display.,there is exactly one painting in total,there is more than one painting in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
252,253.0,Every car in the parking lot has a license plate.,there is more than one license plate in total,there is exactly one license plate in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
253,254.0,Every car in the parking lot has a license plate.,there is exactly one license plate in total,there is more than one license plate in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
254,255.0,Each book on the shelf has a unique cover.,there is more than one cover in total,there is exactly one cover in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
255,256.0,Each book on the shelf has a unique cover.,there is exactly one cover in total,there is more than one cover in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
256,257.0,Each participant in the study received a questionnaire.,there is more than one questionnaire in total,there is exactly one questionnaire in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
257,258.0,Each participant in the study received a questionnaire.,there is exactly one questionnaire in total,there is more than one questionnaire in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
258,259.0,Every house on the street has a mailbox.,there is more than one mailbox in total,there is exactly one mailbox in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
259,260.0,Every house on the street has a mailbox.,there is exactly one mailbox in total,there is more than one mailbox in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
260,261.0,Each student in the school has a locker.,there is more than one locker in total,there is exactly one locker in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
261,262.0,Each student in the school has a locker.,there is exactly one locker in total,there is more than one locker in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
262,263.0,Every bird in the aviary has a perch.,there is more than one perch in total,there is exactly one perch in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
